,name,size,latency,readRate,writeRate,Price,RAMmark
0,Avexir Technologies Corporation [V.I.V] 8GB,8,24.0,14.9,9.9,8.1,865.2651490613832
1,CHIPS & Systems Inc BLS8 8GB,8,23.0,11.1,5.4,69.5,900.7315794351999
2,Chrysalis ITS CMY16GX3M2A2400C11 8GB,8,75.0,6.5,3.2,435.9,277.19104407966665
3,Corsair CM3X2GSD1066 2GB,2,210.0,2.1,1.2,14.9,98.9749268924381
4,Corsair CM3X4GSD1066 4GB,4,30.0,12.4,6.7,25.9,691.9503696709667
5,Corsair CMD8GX3M2A1600C7 4GB,4,24.0,15.8,9.6,99.9,865.3349516726832
6,Corsair CMD8GX3M2A1600C8 4GB,4,24.0,14.9,9.2,119.9,865.0677109988833
7,Corsair CMD8GX3M2A1600C9 4GB,4,35.66666667,12.7,9.6,69.9,583.5220250676957
8,Corsair CMD8GX3M2A1866C9 4GB,4,23.0,15.4,9.9,129.4,902.7386034252999
9,Corsair CMD8GX3M2A2133C8 4GB,4,21.0,18.1,10.5,134.9,988.8286152740808
10,Corsair CMD8GX3M2A2133C9 4GB,4,21.0,16.2,11.3,169.9,988.7282632682808
11,Corsair CMD8GX3M2A2400C10 4GB,4,21.0,17.1,11.5,99.9,988.9390930670808
12,Corsair CMD8GX3M2A2400C11 4GB,4,23.0,16.6,10.7,81.9,903.1701388237
13,Corsair CMD8GX3M2A2666C11 4GB,4,21.0,16.1,10.4,169.9,988.4572566725808
14,Corsair CMD8GX3M2A2666C12 4GB,4,20.0,16.7,10.7,109.9,1037.7828943444001
15,Corsair CMD8GX3M2A2933C12 4GB,4,28.0,13.5,9.3,99.9,742.0105206962857
16,Corsair CMD8GX3M2A3000C12 4GB,4,28.0,14.9,8.1,149.9,741.9122626610856
17,Corsair CMD8GX3M2B2133C9 4GB,4,22.0,15.9,10.6,89.9,943.8083745856183
18,Corsair CMD8GX3M2B2800C12 4GB,4,20.0,16.2,11.1,154.9,1037.8099278034
19,Corsair CMD16GX3M2A1600C7 8GB,8,34.66666667,14.1,9.1,169.9,600.3126074148224
20,Corsair CMD16GX3M2A1600C9 8GB,8,34.0,15.1,10.2,133.9,612.4675160793764
21,Corsair CMD16GX3M2A1866C9 8GB,8,33.33333333,15.2,9.7,119.9,624.4836417133139
22,Corsair CMD16GX3M2A1866C10 8GB,8,28.0,13.7,9.1,162.3,741.9884251376857
23,Corsair CMD16GX3M2A2133C9 8GB,8,33.0,15.7,9.8,129.9,630.8515722502788
24,Corsair CMD16GX3M2A2400C10 8GB,8,23.0,15.7,10.9,179.9,903.0721307749
25,Corsair CMD16GX3M2A2400C11 8GB,8,33.75,16.1,10.3,164.4,617.1635925808481
26,Corsair CMD16GX3M2A2666C11 8GB,8,20.0,16.7,11.2,249.9,1037.9239215319
27,Corsair CMD16GX3M2A2666C12 8GB,8,21.0,16.3,10.5,222.9,988.5197774264808
28,Corsair CMD16GX3M4A1600C7 4GB,4,26.0,13.8,9.8,189.9,798.9008001777538
29,Corsair CMD16GX3M4A1866C9 4GB,4,33.0,15.3,10.5,235.4,630.9803796799788
30,Corsair CMD16GX3M4A2133C8 4GB,4,21.0,17.3,11.2,397.1,988.8887920709808
31,Corsair CMD16GX3M4A2133C9 4GB,4,27.66666667,16.1,11.9,319.9,752.0703361687299
32,Corsair CMD16GX3M4A2400C9 4GB,4,21.0,15.9,12.1,469.9,988.9024337936809
33,Corsair CMD16GX3M4A2400C10 4GB,4,23.0,15.0,11.1,199.9,903.0084380424998
34,Corsair CMD16GX3M4A2400C11 4GB,4,23.0,15.0,10.9,198.8,902.9520271674999
35,Corsair CMD16GX3M4A2666C10 4GB,4,17.0,18.6,12.4,579.9,1220.6883088075529
36,Corsair CMD16GX3M4A2666C11 4GB,4,19.0,19.1,12.6,369.9,1093.0410858543578
37,Corsair CMD16GX3M4A2666C12 4GB,4,23.0,17.2,11.4,199.9,903.4705228353998
38,Corsair CMD16GX3M4A2800C12 4GB,4,21.0,16.5,11.4,689.9,988.8079416803807
39,Corsair CMD16GX3M4A2933C12 4GB,4,22.0,16.6,11.4,289.9,944.1541216930182
40,Corsair CMD16GX3M4A3000C12 4GB,4,18.0,17.0,11.3,369.9,1152.6591092342776
41,Corsair CMD16GX3M4B2133C9 4GB,4,23.0,15.0,10.9,179.9,902.9520271674999
42,Corsair CMD16GX3M4B2800C12 4GB,4,19.0,17.6,11.3,199.9,1092.4170502938578
43,Corsair CMD32GX3M4A1600C7 8GB,8,24.0,14.6,10.0,359.9,865.2418815242833
44,Corsair CMD32GX3M4A1600C9 8GB,8,26.0,13.8,9.4,269.9,798.7879784277538
45,Corsair CMD32GX3M4A1600C10 8GB,8,28.0,13.3,9.1,389.9,741.9197945048857
46,Corsair CMD32GX3M4A1866C9 8GB,8,26.0,13.7,10.3,223.9,799.0246697070539
47,Corsair CMD32GX3M4A1866C10 8GB,8,26.0,14.5,10.3,567.9,799.1619309726539
48,Corsair CMD32GX3M4A2133C9 8GB,8,31.125,15.2,12.4,279.9,669.1734438305364
49,Corsair CMD32GX3M4A2400C10 8GB,8,24.0,14.5,10.5,359.9,865.3657510535833
50,Corsair CMD32GX3M4A2400C11 8GB,8,30.0,16.5,12.6,289.9,694.3179544696666
51,Corsair CMD32GX3M4A2666C12 8GB,8,26.0,14.2,9.0,379.9,798.7437873105539
52,Corsair CMD64GX3M8A2133C9 8GB,8,25.0,13.5,11.1,629.9,830.9667543095
53,Corsair CMD64GX3M8A2400C11 8GB,8,22.0,15.8,9.8,569.9,943.5655734274181
54,Corsair CML4GX3M1A1600C9 4GB,4,24.0,14.8,8.9,55.9,864.9659370281834
55,Corsair CML4GX3M1X1600C7 4GB,4,23.0,15.0,9.3,77.4,902.5007401674999
56,Corsair CML4GX3M2A1600C9 2GB,2,32.5,16.7,9.3,42.3,640.503562983823
57,Corsair CML8GX3M1A1600C9 8GB,8,26.0,12.2,7.3,39.9,797.9211417090538
58,Corsair CML8GX3M1A1600C10 8GB,8,37.33333333,12.4,8.2,43.9,557.2437439049967
59,Corsair CML8GX3M1C1600C9 8GB,8,25.0,13.9,8.1,134.8,830.1892218173
60,Corsair CML8GX3M2A1600C9 4GB,4,39.61538462,14.5,8.8,61.0,525.9289519642281
61,Corsair CML8GX3M2A1866C9 4GB,4,24.0,15.0,9.4,129.8,865.1412795320832
62,Corsair CML8GX3M2A2133C11 4GB,4,23.0,16.0,10.4,73.9,902.982576562
63,Corsair CML8GX3M2C1600C9 4GB,4,27.0,12.5,7.6,59.9,768.6583824601851
64,Corsair CML16GX3M2A1600C9 8GB,8,40.86666667,13.7,8.4,107.6,509.7278087105118
65,Corsair CML16GX3M2A1600C10 8GB,8,43.22727273,13.1,8.0,76.0,481.9339691504399
66,Corsair CML16GX3M2A1866C10 8GB,8,38.0,13.6,8.1,174.0,547.7231259592788
67,Corsair CML16GX3M2C1600C9 8GB,8,28.0,13.2,7.9,243.1,741.5641715966856
68,Corsair CML16GX3M4A1600C9 4GB,4,40.11111111,14.1,8.9,299.9,519.4500817641853
69,Corsair CML16GX3M4A1866C9 4GB,4,25.0,13.9,10.1,169.9,830.7533305672999
70,Corsair CML16GX3M4A2133C11 4GB,4,23.0,15.0,11.3,154.9,903.0648489174998
71,Corsair CML16GX3M4X1600C7 4GB,4,26.0,13.1,9.7,129.9,798.7524911328538
72,Corsair CML16GX3M4X1600C8 4GB,4,24.0,14.0,9.9,389.9,865.1107301375832
73,Corsair CML32GX3M4A1600C10 8GB,8,39.0,12.4,8.5,172.9,533.7042854517358
74,Corsair CML32GX3M4A1866C10 8GB,8,35.66666667,13.0,10.4,298.7,583.7991415422957
75,Corsair CMP4GX3M2A1600C9 2GB,2,24.0,14.9,9.3,62.9,865.0959164363833
76,Corsair CMP6GX3M3A1600C8 2GB,2,24.0,12.8,7.1,89.9,864.1150859891833
77,Corsair CMP8GX3M2A1600C9 4GB,4,26.0,13.5,8.3,71.7,798.4262456406539
78,Corsair CMP8GX3M2B1333C9 4GB,4,26.0,13.7,8.0,96.9,798.3759446445539
79,Corsair CMP12GX3M3A1600C9 4GB,4,29.0,12.3,8.2,116.9,716.0781230835998
80,Corsair CMP16GX3M2A1600C10 8GB,8,26.0,13.9,8.7,270.1,798.6076980234538
81,Corsair CMP16GX3M2A1600C11 8GB,8,26.0,13.7,8.3,155.9,798.4605609570539
82,Corsair CMP16GX3M2X1866C9 8GB,8,22.0,15.4,9.9,229.2,943.5251482321181
83,Corsair CMP16GX3M4A1333C9 4GB,4,25.0,13.7,8.6,159.9,830.2959336883999
84,Corsair CMP16GX3M4X1600C7 4GB,4,24.0,13.9,9.9,234.9,865.0935724793833
85,Corsair CMP16GX3M4X1866C9 4GB,4,24.0,13.8,10.8,290.9,865.3302637586833
86,Corsair CMP32GX3M4X1600C10 8GB,8,39.66666667,9.5,5.6,324.9,523.4949863277155
87,Corsair CMSA4GX3M1A1333C9 4GB,4,30.0,8.4,8.1,27.9,691.6589394679667
88,Corsair CMSA8GX3M1A1333C9 8GB,8,29.0,11.7,8.1,116.6,715.9469716968999
89,Corsair CMSA8GX3M1A1600C11 8GB,8,32.0,11.9,8.8,69.9,649.4610795836126
90,Corsair CMSA8GX3M2A1333C9 4GB,4,29.0,11.0,7.8,75.5,715.7422517769999
91,Corsair CMSO2GX3M1A1333C9 2GB,2,25.0,12.2,7.6,39.9,829.7565144404
92,Corsair CMSO4GX3M1A1333C9 4GB,4,30.0,10.9,7.6,26.9,691.9468537354667
93,Corsair CMSO4GX3M1A1600C11 4GB,4,31.0,11.1,6.9,49.9,669.5923420944741
94,Corsair CMSO4GX3M1C1333C9 4GB,4,27.0,11.7,8.5,23.9,768.7749701320851
95,Corsair CMSO4GX3M1C1600C11 4GB,4,28.0,12.6,8.3,23.0,741.5740473974856
96,Corsair CMSO8GX3M1A1333C9 8GB,8,30.0,10.8,7.2,34.9,691.8168743272666
97,Corsair CMSO8GX3M1A1600C11 8GB,8,28.0,12.5,8.9,37.9,741.7261223642856
98,Corsair CMSO8GX3M1C1333C9 8GB,8,34.0,10.7,7.7,34.9,611.0074431810764
99,Corsair CMSO8GX3M1C1600C11 8GB,8,29.0,11.5,8.0,37.9,715.8844509429999
100,Corsair CMSO8GX3M2C1600C11 4GB,4,28.0,12.0,7.4,42.9,741.2172525107856
101,Corsair CMSO16GX3M2C1600C1 8GB,8,29.0,13.0,9.1,214.9,716.4520756284999
102,Corsair CMSX4GX3M1A1600C9 4GB,4,27.0,12.8,9.0,59.9,769.1047315597851
103,Corsair CMSX8GX3M1A1600C1 8GB,8,29.0,12.1,8.4,38.9,716.1002186421998
104,Corsair CMSX8GX3M1A1600C10 8GB,8,54.66666667,10.1,7.3,46.9,381.3161582996924
105,Corsair CMSX8GX3M2A1600C9 4GB,4,26.0,13.6,8.5,44.9,798.4998141738538
106,Corsair CMSX8GX3M2A1866C10 4GB,4,24.0,14.6,9.9,92.9,865.2136760867833
107,Corsair CMSX8GX3M2B1600C9 4GB,4,29.0,11.8,8.0,73.0,715.9359239175999
108,Corsair CMSX8GX3M2B1866C10 4GB,4,25.0,13.5,9.4,42.0,830.487261872
109,Corsair CMSX8GX3M2B2133C11 4GB,4,27.0,13.3,9.9,66.9,769.444368788285
110,Corsair CMSX8GX3M2C2133C11 4GB,4,139.0,5.4,4.5,54.9,150.67051846231436
111,Corsair CMSX16GX3M2B1600C9 8GB,8,38.33333333,12.8,9.1,129.9,543.1452665589159
112,Corsair CMSX16GX3M2B1866C1 8GB,8,27.0,13.5,10.2,239.9,769.5633004171851
113,Corsair CMSX16GX3M2B2133C1 8GB,8,24.0,15.4,11.5,159.9,865.8022243523832
114,Corsair CMSX16GX3M2C1866C1 8GB,8,29.0,12.7,7.9,119.9,716.0621374038999
115,Corsair CMSX16GX3M2C2133C1 8GB,8,27.0,13.2,10.8,97.9,769.681060067585
116,Corsair CMT8GX3M2A1866C9 4GB,4,23.0,15.3,10.0,96.9,902.7496512045999
117,Corsair CMT8GX3M2A2000C9 4GB,4,21.0,16.0,11.0,99.9,988.6093316393808
118,Corsair CMT8GX3M2B2133C9 4GB,4,22.0,15.7,11.0,134.9,943.8868810192182
119,Corsair CMT12GX3M3A2000C9 4GB,4,23.0,14.3,10.6,173.9,902.7473072475999
120,Corsair CMT16GX3M4X2133C9 4GB,4,23.0,14.1,11.4,284.9,902.9386354311998
121,Corsair CMT32GX3M4X1866C9 8GB,8,25.0,13.9,10.7,424.9,830.9225631923
122,Corsair CMV4GX3M1A1333C9 4GB,4,41.83333333,10.2,6.7,22.0,496.97829183681534
123,Corsair CMV4GX3M1A1600C11 4GB,4,37.66666667,14.5,8.8,22.9,552.8812222245831
124,Corsair CMV4GX3M1C1600C11 4GB,4,28.0,12.9,8.5,22.9,741.6819312470856
125,Corsair CMV8GX3M1A1333C9 8GB,8,37.75,12.1,7.1,59.8,550.7804288570178
126,Corsair CMV8GX3M1A1600C11 8GB,8,39.44444444,12.4,7.5,38.9,527.4596477706484
