,name,year,TDP,Price,CPU_Mark,Thread_Mark
31,AMD Phenom 8650 Triple-Core,2008,95,14.8,1146,871
32,AMD Phenom 9550 Quad-Core,2008,95,17.9,1668,892
33,AMD Phenom 9600 Quad-Core,2008,95,11.9,1569,878
34,AMD Phenom 9650 Quad-Core,2008,95,38.95,1633,934
35,AMD Phenom 9750 Quad-Core,2008,125,29.1,1716,975
36,AMD Sempron 2400+,2008,-1,12.99,315,494
37,AMD Sempron 2600+,2008,-1,19.95,389,501
38,AMD Sempron 2800+,2008,62,12,358,471
39,AMD Sempron 3000+,2008,62,24.99,412,512
40,AMD Sempron 3300+,2008,62,15,484,606
41,AMD Sempron 3400+,2008,62,21.4,450,532
42,AMD Sempron 3800+,2008,62,14.99,554,650
43,AMD Turion 64 Mobile ML-32,2008,35,0,438,493
44,AMD Turion Dual-Core RM-70,2008,31,25,490,514
