name,DDR3_4,size,totalSize,latency,readRate,writeRate,Price,RAMmark
Patriot Memory (PDP Systems) PSD34G13332 4GB,0,4,4,38,12,8.1,18.9,547.4486034
Patriot Memory (PDP Systems) PSD34G16002 4GB,0,4,4,26,13.6,9.2,41.9,798.6972522
Patriot Memory (PDP Systems) PSD34G133381 4GB,0,4,4,27,12.7,7.3,65.5,768.6080815
Patriot Memory (PDP Systems) PSD34G160081 4GB,0,4,4,27,13.7,8.1,17.9,769.0053015
Patriot Memory (PDP Systems) PSD38G1600L2 8GB,0,8,8,26,14.5,9.1,69.9,798.8234657
Patriot Memory (PDP Systems) PSD38G1600L2S 8GB,0,8,8,30,12.4,8.8,69.9,692.5426839
Patriot Memory (PDP Systems) PSD38G13332 8GB,0,8,8,27,11.5,6.9,36.7,768.2893678
Patriot Memory (PDP Systems) PSD38G13332S 8GB,0,8,8,28,10.9,7.5,31.9,741.0567237
Patriot Memory (PDP Systems) PSD38G16002 8GB,0,8,8,39.55555556,12.2,7.5,28.9,525.9556225
Patriot Memory (PDP Systems) PSD38G16002S 8GB,0,8,8,28,12.8,9.1,56.9,741.8340062
PNY Electronics PNY 2GB,0,2,2,27,13.8,8.4,52.3,769.1070755
Samsung M378B1G73BH0-CK0 8GB,0,8,8,36.75,12.7,8.3,84.9,566.0980786
Samsung M378B1G73CB0-CK0 8GB,0,8,8,37,14.2,9.3,45.5,562.8430519
Samsung M378B1G73DB0-CK0 8GB,0,8,8,42.5,12.8,8.6,68.7,490.2216519
Samsung M378B1G73EB0-CK0 8GB,0,8,8,39,13.6,8.8,38,533.9947937
Samsung M378B1G73QH0-CK0 8GB,0,8,8,40.92307692,14.2,8.9,45.5,509.258498
Samsung M378B2873FH0-CH9 1GB,0,1,1,27,12,6.7,28.9,768.3187452
Samsung M386B2K70DM0-YH90 16GB,0,16,16,35,9.2,9.1,99,593.8021043
Samsung M386B4G70BM0-YH92 32GB,0,32,32,38,8.7,3.8,159.3,545.6695669
Samsung M386B4G70DM0-CMA4 32GB,0,32,32,40,8.4,7.3,102,519.450032
Samsung M386B4G70DM0-YK03 32GB,0,32,32,33,10.9,7.6,109.9,629.407485
Samsung M386B4G70DM0-YK04 32GB,0,32,32,34,8.2,9.4,326.4,611.0579942
Samsung M391B1G73BH0-CK0 8GB,0,8,8,26,13.9,9.1,60.2,798.7205198
Samsung M391B1G73BH0-YK0 8GB,0,8,8,30,11.3,6.2,118.5,691.6206082
Samsung M391B1G73EB0-YK0 8GB,0,8,8,33,9.5,8.2,99.9,629.3365104
Samsung M391B1G73QH0-CMA 8GB,0,8,8,30,10.9,9.1,97.5,692.3699353
Samsung M391B1G73QH0-YK0 8GB,0,8,8,27,14.4,9.4,99,769.4920758
Samsung M391B2873EH1-CF8 1GB,0,1,1,29,9.8,6.6,35.6,715.1978946
Samsung M391B2873FH0-CH9 1GB,0,1,1,65,6.5,4.7,99,319.9484675
Samsung M391B5173QH0-CMA 4GB,0,4,4,29,12.9,10.1,21,716.7169723
Samsung M391B5173QH0-YK0 4GB,0,4,4,30,11.7,8.7,69,692.3943748
Samsung M391B5273BH1-CH9 4GB,0,4,4,64,6.2,3.4,30.7,324.4913796
Samsung M391B5273CH0-CH9 4GB,0,4,4,27,13.4,8.4,34.5,769.0384449
Samsung M391B5273CH0-YH9 4GB,0,4,4,28,11.7,10.8,30.7,742.1247644
Samsung M391B5273DH0-CH9 4GB,0,4,4,27,13.4,8.5,26,769.0666503
Samsung M391B5273DH0-CK0 4GB,0,4,4,27,12.7,8.9,24,769.0593685
Samsung M391B5273DH0-YH9 4GB,0,4,4,30,12.9,8.5,44,692.5438558
Samsung M391B5273DH0-YK0 4GB,0,4,4,29,10.7,10.5,33.2,716.4523256
Samsung M391B5673EH1-CH9 2GB,0,2,2,26,12.8,9,14,798.5035801
Samsung M391B5673FH0-CH9 2GB,0,2,2,28,13.3,8.5,15.9,741.7505619
Samsung M391B5773CH0-CH9 2GB,0,2,2,31,9.2,8.6,8,669.745839
Samsung M391B5773DH0-CK0 2GB,0,2,2,28,11,9.8,99,741.7226064
Samsung M391B5773DH0-YH9 2GB,0,2,2,28,14.5,8,20.9,741.8154266
Samsung M392B1K70CM0-CH9 8GB,0,8,8,27,11.1,7.5,139.8,768.3899698
Samsung M392B1K70CM0-YH9 8GB,0,8,8,39.66666667,11,10,45,524.9933905
Samsung M392B1K70DM0-CK0 8GB,0,8,8,27,11.1,10.2,39.9,769.1515166
Samsung M392B5170EM1-CH9 4GB,0,4,4,29,10.5,7.5,45,715.5718472
Samsung M392B5270CH0-YH9 4GB,0,4,4,30,11.3,8.3,25.8,692.2129224
Samsung M393B1G70BH0-CK0 8GB,0,8,8,42,10.6,9.3,35.6,495.8225716
Samsung M393B1G70BH0-YK0 8GB,0,8,8,58,8.7,6.5,24,359.1535123
Samsung M393B1G70QH0-CMA 8GB,0,8,8,43,10.8,8,38.1,484.0627568
Samsung M393B1G70QH0-YK0 8GB,0,8,8,30,10.6,10.2,23.3,692.6287221
Samsung M393B1G73BH0-YH9 8GB,0,8,8,33,9.5,8.4,55.3,629.3929213
Samsung M393B1G73QH0-CMA 8GB,0,8,8,40,11.4,10.2,99,520.7827195
Samsung M393B1G73QH0-YK0 8GB,0,8,8,33,9.4,5.9,99,628.6706277
Samsung M393B1K70BH1-CH9 8GB,0,8,8,36,9.4,8.1,19.9,577.1750068
Samsung M393B1K70CH0-CH9 8GB,0,8,8,30,10.3,7.7,30.4,691.8721132
Samsung M393B1K70CH0-YH9 8GB,0,8,8,34,9.6,7.5,29.2,610.7622981
Samsung M393B1K70CHD-CH9 8GB,0,8,8,31,9.6,8,31.6,669.645237
Samsung M393B1K70CHD-YH9 8GB,0,8,8,29,12.2,9.1,29.5,716.3148144
Samsung M393B1K70DH0-CH9 8GB,0,8,8,31,9.9,8.1,27.9,669.7249154
Samsung M393B1K70DH0-CK0 8GB,0,8,8,65,8.2,6.9,34.9,320.8606673
Samsung M393B1K70DH0-YH9 8GB,0,8,8,45.66666667,9.6,7.6,23.9,455.7175733
Samsung M393B1K70DH0-YK0 8GB,0,8,8,41.66666667,11.2,9.3,19.5,499.8565635
Samsung M393B1K70EB0-CH9 8GB,0,8,8,53,7.5,7.9,30.4,392.9111232
Samsung M393B1K70PH0-YK0 8GB,0,8,8,31,10.1,9.7,99,670.2105178
Samsung M393B1K70QB0-YK0 8GB,0,8,8,30,9.8,8.1,157.9,691.8991467
Samsung M393B2G70AH0-YH9 16GB,0,16,16,64,6.5,6,45.5,325.2761939
Samsung M393B2G70BH0-CH9 16GB,0,16,16,33,8,7.3,45.5,628.8252966
Samsung M393B2G70BH0-CK0 16GB,0,16,16,53.6,8.8,7.5,40.9,388.6624398
Samsung M393B2G70BH0-YH9 16GB,0,16,16,38,9.3,7.9,45,546.9289358
Samsung M393B2G70BH0-YK0 16GB,0,16,16,33,10,8,33.9,629.3658879
Samsung M393B2G70DB0-CK0 16GB,0,16,16,31,10.1,10,99,670.2951341
Samsung M393B2G70DB0-CMA 16GB,0,16,16,54,9.3,7.7,60.9,385.9525119
Samsung M393B2G70DB0-YK0 16GB,0,16,16,40,8.4,7,57.6,519.3654157
Samsung M393B2G70EB0-CMA 16GB,0,16,16,34,10.7,5,76,610.2458964
Samsung M393B2G70QH0-CK0 16GB,0,16,16,32,11,8.9,99,649.3348661
Samsung M393B2G70QH0-CMA 16GB,0,16,16,34,10.5,8.8,99.9,611.2833877
Samsung M393B2G70QH0-YK0 16GB,0,16,16,39,8.8,6.5,99,532.522501
Samsung M393B2K70CM0-CF8 16GB,0,16,16,33,7.2,3.5,59.9,627.6162287
Samsung M393B2K70CM0-YF8 16GB,0,16,16,41,9.1,6.8,77.2,506.8449672
Samsung M393B2K70DM0-CF8 16GB,0,16,16,34,6.7,3.2,19,609.0518922
Samsung M393B2K70DMB-YH9 16GB,0,16,16,44,8,6.5,50,472.2512314
Samsung M393B4G70BM0-YH9 32GB,0,32,32,41,9.2,6.6,97.5,506.805714
Samsung M393B5170DZ1-CH9 4GB,0,4,4,31,9.5,9,21.5,669.9101338
Samsung M393B5170EH1-CF8 4GB,0,4,4,33,9.6,8.4,12.9,629.410079
Samsung M393B5170EH1-CH9 4GB,0,4,4,52,10,8.6,8.7,401.0258887
Samsung M393B5170FH0-CH9 4GB,0,4,4,31,10,8.8,24.9,669.9395112
Samsung M393B5170FH0-YH9 4GB,0,4,4,33,8.6,6.5,99,628.7025991
Samsung M393B5170FHD-CF8 4GB,0,4,4,34,6.6,3.3,99,609.0629399
Samsung M393B5170FHD-CH9 4GB,0,4,4,32,10.7,8.2,21.5,649.0859551
Samsung M393B5170GB0-CH9 4GB,0,4,4,42.66666667,11.4,8.7,59.8,488.1127759
Samsung M393B5270CH0-CH9 4GB,0,4,4,35,10,8.3,25.8,593.7137221
Samsung M393B5270DH0-CK0 4GB,0,4,4,35,8.5,7.9,27,593.3435354
Samsung M393B5270DH0-YH9 4GB,0,4,4,48.33333333,8.1,6.9,24.9,430.3288767
Samsung M393B5270DH0-YK0 4GB,0,4,4,28,10.8,9.3,20.9,741.5472639
Samsung M393B5273CH0-CH9 4GB,0,4,4,61,8.5,6.8,44,341.704103
Samsung M393B5273DH0-YK0 4GB,0,4,4,34,8.5,7.6,26,610.6017693
Samsung M471B1G73BH0-YK0 8GB,0,8,8,40.5,12.1,7.8,34,513.8561421
Samsung M471B1G73CB0-CK0 8GB,0,8,8,29,12.4,8.5,136.9,716.1798971
Samsung M471B1G73CB0-YK0 8GB,0,8,8,30,11.3,8,124.9,692.1283061
Samsung M471B1G73DB0-YK0 8GB,0,8,8,44.69565217,11.8,8.3,49.9,466.1106049
Samsung M471B1G73EB0-YK0 8GB,0,8,8,46.11111111,11.6,7.8,31.7,451.7612162
Samsung M471B5173BH0-CK0 4GB,0,4,4,31,11.5,7.3,19,669.7737945
Samsung M471B5173BH0-YK0 4GB,0,4,4,43.33333333,11.9,8,18.6,480.5595426
Samsung M471B5173CB0-YK0 4GB,0,4,4,37,12.5,8.3,19,562.2693173
Samsung M471B5173DB0-YK0 4GB,0,4,4,42.13333333,12.7,8.3,27.5,494.3458257
Samsung M471B5173EB0-YK0 4GB,0,4,4,42.25,12.4,8.2,14.3,492.9135712
Samsung M471B5173QH0-YK0 4GB,0,4,4,43.125,11.6,8.1,40,482.8370545
Samsung M471B5273CH0-CF8 4GB,0,4,4,31,6.6,3.6,30.7,667.889468
Samsung M471B5273CH0-CH9 4GB,0,4,4,41.5,11.2,7.4,21,501.3098642
Samsung M471B5273CH0-CK0 4GB,0,4,4,38.75,12,8.2,20,536.9650983
Samsung M471B5273CH0-YK0 4GB,0,4,4,29,12.1,8.3,19,716.0720132
Samsung M471B5273DH0-CH9 4GB,0,4,4,45.76923077,8.8,5.3,32.7,453.9188659
Samsung M471B5273DH0-CK0 4GB,0,4,4,38.5,12.3,8.1,16.8,540.4467641
Samsung M471B5273EB0-CK0 4GB,0,4,4,28,12.5,8.4,20,741.5850952
Samsung M471B5673EH1-CH9 2GB,0,2,2,28,11.7,8.5,10,741.4760393
Samsung M471B5673FH0-CF8 2GB,0,2,2,30,10.6,6.8,14.9,691.6697373
Samsung M471B5673FH0-CH9 2GB,0,2,2,39.66666667,10.8,8,9.9,524.3949664
Samsung M471B5674QH0-YK0 2GB,0,2,2,38,7.2,3,20.9,545.1865585
Samsung M471B5773CHS-CH9 2GB,0,2,2,31,9.8,6.7,9.9,669.3128817
Samsung M471B5773DH0-CH9 2GB,0,2,2,42.72727273,11.2,7.4,74.7,487.0256864
Samsung M471B5773DH0-CK0 2GB,0,2,2,27,12.2,7.8,9,768.6633204
Transcend Information TX2400KLU-4GK 2GB,0,2,2,18,17.9,12.1,83.1,1153.039172
